invid,invhyas,invname,eigentuemer,messnetz_klartext,zcoordb,invmbeg,invzbeg,invzend,xcoord,ycoord,link,lon,lat
BL434A0033FIL001,923,TEG013,Berliner Wasserbetriebe,-,35.0,35.27,35.5,41.5,383629.77,5826989.51,mailto:grundwasserstand-info@bwb.de,383629.77,5826989.51
BL434A0034FIL001,3071,3071,Land Berlin,-,35.12,35.04,13.08,14.08,383596.45,5826447.18,,383596.45,5826447.18
BL434A0035FIL001,3072,3072,Land Berlin,-,35.5,36.14,13.35,14.35,384405.01,5826426.78,,384405.01,5826426.78
BL434A0038FIL001,954,TEG053,Berliner Wasserbetriebe,-,36.23,36.74,20.5,23.5,383914.39,5825920.16,mailto:grundwasserstand-info@bwb.de,383914.39,5825920.16
BL434A0058FIL001,4544,4544,Land Berlin,-,35.41,35.68,6.0,31.0,384237.24,5826910.94,,384237.24,5826910.94
BL434A0059FIL001,4545,4545,Land Berlin,-,35.26,35.57,13.0,33.0,384373.1,5826641.38,,384373.1,5826641.38
BL434A0243FIL001,4542,4542,Land Berlin,-,35.44,35.73,20.0,40.0,384181.27,5827070.0,,384181.27,5827070.0
BL434A0244FIL001,4543,4543,Land Berlin,-,35.43,35.65,6.0,20.0,384181.23,5827068.0,,384181.23,5827068.0
BL434A0325FIL001,1125,TEG228,Berliner Wasserbetriebe,-,34.79,35.5,7.47,20.07,383350.41,5826759.84,mailto:grundwasserstand-info@bwb.de,383350.41,5826759.84
BL434A0326FIL001,1126,TEG229,Berliner Wasserbetriebe,-,35.55,36.42,15.09,16.09,384076.89,5826787.01,mailto:grundwasserstand-info@bwb.de,384076.89,5826787.01
BL434A0469FIL001,4767,4767,Land Berlin,-,34.94,34.82,6.0,26.0,383607.48,5826028.99,,383607.48,5826028.99
BL434A0471FIL001,4769,4769,Land Berlin,-,34.87,35.29,5.0,25.0,383836.44,5825974.64,,383836.44,5825974.64
BL434A0536FIL001,924,TEG113,Berliner Wasserbetriebe,-,35.82,36.5,13.3,15.3,383553.95,5827523.92,mailto:grundwasserstand-info@bwb.de,383553.95,5827523.92
BL434A0539FIL001,185,185,Land Berlin,aktives Messnetz Grundwasserstand,35.49,35.99,16.7,17.7,384219.8,5826921.6,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=185,384219.8,5826921.6
BL434A0659FIL001,4823,4823,Land Berlin,-,33.2,33.42,21.0,25.0,381914.08,5827946.12,,381914.08,5827946.12
BL434A0665FIL001,4793,4793,Land Berlin,-,35.91,36.12,22.0,32.0,384096.58,5827348.59,,384096.58,5827348.59
BL434A0665FIL002,4794,4794,Land Berlin,-,35.91,36.12,6.0,22.0,384096.58,5827348.59,,384096.58,5827348.59
BL434A0666FIL001,3310,3310,Land Berlin,-,31.32,32.16,2.0,4.5,381895.93,5825889.59,,381895.93,5825889.59
BL434A0670FIL001,3302,3302,Land Berlin,-,33.96,34.71,22.0,25.0,381948.1,5825846.6,,381948.1,5825846.6
BL434A0680FIL001,951,TEG050,Berliner Wasserbetriebe,-,34.47,35.06,11.4,12.4,382532.54,5825818.47,mailto:grundwasserstand-info@bwb.de,382532.54,5825818.47
BL434A0693FIL001,182,182,Land Berlin,aktives Messnetz Grundwasserstand,35.34,35.97,16.2,17.2,383915.0,5827640.0,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=182,383915.0,5827640.0
BL434A0704FIL001,3309,3309,Land Berlin,aktives Messnetz Grundwassergüte,33.06,33.8,4.0,6.0,381905.71,5825878.4,,381905.71,5825878.4
BL434A0705FIL001,3308,3308,Land Berlin,-,33.64,34.37,5.8,7.8,381917.52,5825868.18,,381917.52,5825868.18
BL434A0706FIL001,3306,3306,Land Berlin,-,34.15,34.91,5.7,8.7,381965.56,5825818.27,,381965.56,5825818.27
BL434A0707FIL001,3305,3305,Land Berlin,-,34.18,34.89,7.0,9.0,382017.07,5825792.29,,382017.07,5825792.29
BL434A0708FIL001,3304,3304,Land Berlin,-,34.1,34.86,19.0,22.0,381968.05,5825791.22,,381968.05,5825791.22
BL434A0709FIL001,3303,3303,Land Berlin,-,34.14,34.91,19.0,22.0,381964.55,5825817.29,,381964.55,5825817.29
BL434A0719FIL001,3301,3301,Land Berlin,-,33.62,34.38,21.0,24.0,381917.5,5825867.18,,381917.5,5825867.18
BL434A0723FIL001,3311,3311,Land Berlin,-,30.93,31.87,2.0,4.0,381885.95,5825890.78,,381885.95,5825890.78
BL434A0724FIL001,3312,3312,Land Berlin,-,33.89,34.69,7.0,9.0,381921.4,5825757.11,,381921.4,5825757.11
BL434A0725FIL001,3313,3313,Land Berlin,-,33.31,34.13,7.0,9.0,381984.05,5825948.91,,381984.05,5825948.91
BL434A0726FIL001,1848,1848,Berliner Wasserbetriebe,-,33.2,33.8,8.91,9.91,382416.19,5826587.64,mailto:grundwasserstand-info@bwb.de,382416.19,5826587.64
BL434A0727FIL001,1869,TEG242,Berliner Wasserbetriebe,-,34.6,34.55,4.0,5.0,382396.73,5826511.01,mailto:grundwasserstand-info@bwb.de,382396.73,5826511.01
BL434A0728FIL001,1879,TEG243,Berliner Wasserbetriebe,-,34.54,34.94,13.52,14.52,382486.94,5826522.3,mailto:grundwasserstand-info@bwb.de,382486.94,5826522.3
BL434A0730FIL001,908,TEG404,Berliner Wasserbetriebe,-,34.83,35.27,11.98,12.98,381551.81,5827458.05,mailto:grundwasserstand-info@bwb.de,381551.81,5827458.05
BL434A0731FIL001,4820,4820,Land Berlin,-,33.58,33.86,25.0,45.0,381898.88,5827830.41,,381898.88,5827830.41
BL434A0732FIL001,4821,4821,Land Berlin,-,33.53,33.85,2.97,24.97,381898.81,5827826.42,,381898.81,5827826.42
BL434A0733FIL001,4822,4822,Land Berlin,-,33.16,33.85,40.0,43.0,381914.16,5827950.12,,381914.16,5827950.12
BL434A0746FIL001,2571,2571,Berliner Wasserbetriebe,-,0.0,31.8,1.0,2.0,382360.37,5826544.71,mailto:grundwasserstand-info@bwb.de,382360.37,5826544.71
BL434A0825FIL001,1912,TEG339,Berliner Wasserbetriebe,-,34.82,35.58,9.28,17.98,383538.2,5825844.3,mailto:grundwasserstand-info@bwb.de,383538.2,5825844.3
BL434A0826FIL001,920,TEG011,Berliner Wasserbetriebe,-,34.82,35.27,12.81,13.81,383119.29,5826490.26,mailto:grundwasserstand-info@bwb.de,383119.29,5826490.26
BL434A0828FIL001,929,929,Berliner Wasserbetriebe,-,33.3,33.81,12.68,13.68,382544.1,5826688.2,mailto:grundwasserstand-info@bwb.de,382544.1,5826688.2
BL434A0829FIL001,21205,21205,Berliner Wasserbetriebe,-,34.2,34.92,140.0,170.0,383060.28,5826699.37,mailto:grundwasserstand-info@bwb.de,383060.28,5826699.37
BL434A1019FIL001,2699,2699,Berliner Wasserbetriebe,-,33.56,33.97,10.3,12.3,381923.42,5825864.08,mailto:grundwasserstand-info@bwb.de,381923.42,5825864.08
BL434A1020FIL001,2700,2700,Berliner Wasserbetriebe,-,33.56,34.12,16.2,18.2,381924.99,5825864.77,mailto:grundwasserstand-info@bwb.de,381924.99,5825864.77
BL434A1021FIL001,2701,2701,Berliner Wasserbetriebe,-,33.98,34.39,9.7,11.7,381954.73,5825846.02,mailto:grundwasserstand-info@bwb.de,381954.73,5825846.02
BL434A1022FIL001,2702,2702,Berliner Wasserbetriebe,-,34.21,34.76,37.0,38.8,381964.7,5825815.14,mailto:grundwasserstand-info@bwb.de,381964.7,5825815.14
BL434A1037FIL001,12001,TEG340OP,Berliner Wasserbetriebe,-,33.38,34.32,11.0,13.0,382571.0,5826180.5,mailto:grundwasserstand-info@bwb.de,382571.0,5826180.5
BL434A1038FIL001,12002,TEG340MP,Berliner Wasserbetriebe,-,33.45,34.23,19.0,21.0,382569.0,5826180.4,mailto:grundwasserstand-info@bwb.de,382569.0,5826180.4
BL434A1039FIL001,12003,TEG340UP,Berliner Wasserbetriebe,-,33.45,34.05,41.0,43.0,382566.4,5826180.1,mailto:grundwasserstand-info@bwb.de,382566.4,5826180.1
BL434A1041FIL001,12055,12055 (TEG392),Berliner Wasserbetriebe,-,34.04,34.54,35.0,37.0,382048.2,5825690.5,mailto:grundwasserstand-info@bwb.de,382048.2,5825690.5
BL434B0001FIL001,4530,4530,Land Berlin,-,36.71,36.91,4.0,12.0,385673.03,5827482.56,,385673.03,5827482.56
BL434B0002FIL001,4533,4533,Land Berlin,-,37.33,38.11,2.0,8.0,385978.6,5827648.4,,385978.6,5827648.4
BL434B0003FIL001,6038,6038,Land Berlin,aktives Messnetz Grundwasserstand und -güte,36.15,36.58,25.5,29.5,384495.45,5827238.01,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6038,384495.45,5827238.01
BL434B0004FIL003,6039,6039,Land Berlin,-,36.23,36.57,99.37,145.37,384502.47,5827238.87,,384502.47,5827238.87
BL434B0005FIL001,6023,6023,Land Berlin,aktives Messnetz Grundwasserstand und -güte,36.81,37.11,19.4,30.3,385119.75,5825575.23,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6023,385119.75,5825575.23
BL434B0006FIL001,6024,6024,Land Berlin,aktives Messnetz Grundwasserstand,36.81,37.08,62.8,142.8,385114.77,5825576.33,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6024,385114.77,5825576.33
BL434B0007FIL001,6040,6040,Land Berlin,aktives Messnetz Grundwasserstand,44.67,45.28,68.7,137.5,387603.62,5827782.78,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6040,387603.62,5827782.78
BL434B0008FIL003,6020,6020,Land Berlin,aktives Messnetz Grundwasserstand und -güte,37.34,37.67,5.0,11.0,386575.07,5826384.47,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6020,386575.07,5826384.47
BL434B0009FIL001,6021,6021,Land Berlin,aktives Messnetz Grundwasserstand,37.39,37.77,13.8,25.8,386583.04,5826383.31,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6021,386583.04,5826383.31
BL434B0010FIL001,6022,6022,Land Berlin,aktives Messnetz Grundwasserstand,37.32,37.77,61.5,136.9,386593.02,5826382.12,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6022,386593.02,5826382.12
BL434B0011FIL001,19,19,Land Berlin,-,38.97,39.48,7.36,8.36,386654.6,5827430.9,,386654.6,5827430.9
BL434B0011FIL002,268,268,Land Berlin,aktives Messnetz Grundwasserstand,38.97,39.46,18.81,19.81,386654.6,5827430.9,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=268,386654.6,5827430.9
BL434B0012FIL001,963,963,Berliner Wasserbetriebe,-,35.4,35.33,8.04,9.04,385706.6,5825937.03,mailto:grundwasserstand-info@bwb.de,385706.6,5825937.03
BL434B0013FIL001,3075,3075,Land Berlin,-,36.45,36.99,13.0,14.0,384655.49,5827870.92,,384655.49,5827870.92
BL434B0015FIL001,4534,4534,Land Berlin,-,37.34,37.62,56.0,76.0,385978.16,5827647.74,,385978.16,5827647.74
BL434B0016FIL001,4531,4531,Land Berlin,-,36.68,36.87,58.0,76.0,385670.98,5827479.6,,385670.98,5827479.6
BL434B0017FIL001,4536,4536,Land Berlin,-,37.18,37.38,56.0,76.0,386217.85,5827107.22,,386217.85,5827107.22
BL434B0018FIL001,4524,4524,Land Berlin,-,35.74,36.01,15.0,37.0,385031.72,5826938.81,,385031.72,5826938.81
BL434B0148FIL001,816,816,Land Berlin,aktives Messnetz Grundwasserstand,39.14,39.52,7.45,9.6,387354.86,5825903.65,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=816,387354.86,5825903.65
BL434B0238FIL001,230,230,Land Berlin,aktives Messnetz Grundwasserstand,45.2,45.66,7.2,9.2,387529.8,5827794.6,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=230,387529.8,5827794.6
BL434B0262FIL001,21,21,Land Berlin,-,37.25,38.0,8.1,9.1,386464.16,5826392.71,,386464.16,5826392.71
BL434B0478FIL001,4528,4528,Land Berlin,-,36.64,36.84,60.0,78.0,385637.74,5827099.26,,385637.74,5827099.26
BL434B0479FIL001,4529,4529,Land Berlin,-,36.67,36.64,35.0,40.0,385639.66,5827095.23,,385639.66,5827095.23
BL434B0480FIL001,4532,4532,Land Berlin,-,36.71,36.9,27.0,43.0,385678.07,5827484.47,,385678.07,5827484.47
BL434B0715FIL001,10732,10732,Land Berlin,-,45.41,45.88,16.5,18.5,387496.28,5827711.83,,387496.28,5827711.83
BL434B0716FIL001,10733,10733,Land Berlin,-,45.4,45.68,4.7,9.7,387498.3,5827712.79,,387498.3,5827712.79
BL434B0717FIL001,10734,10734,Land Berlin,-,44.34,45.02,29.0,34.0,387622.34,5827505.44,,387622.34,5827505.44
BL434B0718FIL001,10735,10735,Land Berlin,-,44.32,45.12,3.9,5.9,387623.32,5827504.42,,387623.32,5827504.42
BL434B1185FIL001,808,808,Land Berlin,aktives Messnetz Grundwasserstand,36.06,36.56,8.5,10.5,385277.42,5826976.13,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=808,385277.42,5826976.13
BL434B1190FIL001,20,20,Land Berlin,-,43.16,43.5,23.15,24.15,387447.06,5826754.84,,387447.06,5826754.84
BL434B1194FIL001,4526,4526,Land Berlin,-,36.67,36.91,15.0,20.0,385592.0,5827165.13,,385592.0,5827165.13
BL434B1195FIL001,4527,4527,Land Berlin,-,36.67,36.96,4.5,13.5,385597.88,5827159.02,,385597.88,5827159.02
BL434B1197FIL001,4796,4796,Land Berlin,-,36.9,37.08,5.6,13.6,385578.34,5826920.41,,385578.34,5826920.41
BL434B1213FIL001,4525,4525,Land Berlin,-,35.74,35.98,5.0,11.0,385033.66,5826935.78,,385033.66,5826935.78
BL434B1214FIL001,4535,4535,Land Berlin,-,37.22,37.0,12.0,21.0,385961.02,5827640.07,,385961.02,5827640.07
BL434B1215FIL001,4537,4537,Land Berlin,-,37.17,37.38,20.0,37.0,386221.81,5827105.14,,386221.81,5827105.14
BL434B1216FIL001,4539,4539,Land Berlin,-,36.5,36.7,59.0,76.0,385773.96,5826743.69,,385773.96,5826743.69
BL434B1217FIL001,4540,4540,Land Berlin,-,36.5,36.71,21.0,24.0,385774.92,5826741.68,,385774.92,5826741.68
BL434B1218FIL001,4541,4541,Land Berlin,-,36.52,36.7,7.5,14.5,385775.88,5826739.66,,385775.88,5826739.66
BL434B1219FIL001,4547,4547,Land Berlin,-,35.69,35.55,16.5,32.5,384524.41,5826500.5,,384524.41,5826500.5
BL434B1219FIL002,4548,4548,Land Berlin,-,35.69,35.54,5.5,16.5,384524.41,5826500.5,,384524.41,5826500.5
BL434B1220FIL001,4549,4549,Land Berlin,-,35.66,35.84,19.0,37.0,384970.04,5826430.02,,384970.04,5826430.02
BL434B1220FIL002,4550,4550,Land Berlin,-,35.66,35.84,2.5,8.5,384970.04,5826430.02,,384970.04,5826430.02
BL434B1221FIL001,4551,4551,Land Berlin,-,35.18,35.44,21.5,36.5,384550.05,5826272.03,,384550.05,5826272.03
BL434B1221FIL002,4552,4552,Land Berlin,-,35.18,35.44,5.2,21.2,384550.05,5826272.03,,384550.05,5826272.03
BL434B1222FIL001,4553,4553,Land Berlin,-,35.37,35.64,17.8,34.8,384585.1,5826169.37,,384585.1,5826169.37
BL434B1222FIL002,4554,4554,Land Berlin,-,35.37,35.58,4.8,16.8,384585.1,5826169.37,,384585.1,5826169.37
BL434B1230FIL001,807,807,Land Berlin,aktives Messnetz Grundwasserstand,35.79,36.57,8.9,9.9,384988.75,5827412.6,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=807,384988.75,5827412.6
BL434B1233FIL001,806,806,Land Berlin,aktives Messnetz Grundwasserstand,38.08,38.56,6.1,7.1,385783.37,5827920.43,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=806,385783.37,5827920.43
BL434B1235FIL001,958,958,Berliner Wasserbetriebe,-,36.39,36.84,23.8,28.8,385815.32,5826657.91,mailto:grundwasserstand-info@bwb.de,385815.32,5826657.91
BL434B1238FIL001,4795,4795,Land Berlin,-,36.88,37.05,15.5,29.5,385574.49,5826928.48,,385574.49,5826928.48
BL434B1241FIL001,960,960,Berliner Wasserbetriebe,-,40.82,40.7,0.0,0.01,387026.14,5826704.85,mailto:grundwasserstand-info@bwb.de,387026.14,5826704.85
BL434B1259FIL001,4538,4538,Land Berlin,-,37.17,37.37,3.0,10.0,386219.83,5827106.18,,386219.83,5827106.18
BL434B1373FIL001,961,961,Berliner Wasserbetriebe,-,43.18,43.06,14.91,15.91,387201.24,5827656.45,mailto:grundwasserstand-info@bwb.de,387201.24,5827656.45
BL434B1374FIL001,815,815,Land Berlin,-,43.18,43.04,5.74,6.74,387178.32,5827607.89,,387178.32,5827607.89
BL434B1375FIL001,2568,2568,Berliner Wasserbetriebe,-,38.67,38.57,10.0,11.0,386962.48,5826355.09,mailto:grundwasserstand-info@bwb.de,386962.48,5826355.09
BL434C0001FIL001,6031,6031,Land Berlin,-,33.06,33.46,13.4,37.5,381388.4,5824050.2,,381388.4,5824050.2
BL434C0002FIL001,6032,6032,Land Berlin,aktives Messnetz Grundwasserstand,32.9,33.35,65.3,75.1,381398.5,5824046.7,,381398.5,5824046.7
BL434C0003FIL001,6033,6033,Land Berlin,aktives Messnetz Grundwasserstand,33.02,33.42,81.0,140.1,381393.3,5824048.3,,381393.3,5824048.3
BL434C0004FIL001,6034,6034,Land Berlin,aktives Messnetz Grundwasserstand,33.61,34.02,34.3,58.0,383087.25,5825174.95,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6034,383087.25,5825174.95
BL434C0005FIL001,6035,6035,Land Berlin,aktives Messnetz Grundwasserstand,33.71,34.05,132.0,175.5,383088.04,5825163.94,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6035,383088.04,5825163.94
BL434C0006FIL002,6027,6027,Land Berlin,aktives Messnetz Grundwasserstand,32.46,32.92,41.5,53.3,383619.07,5823695.92,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6027,383619.07,5823695.92
BL434C0007FIL001,6028,6028,Land Berlin,aktives Messnetz Grundwassergüte,32.41,32.82,110.25,118.25,383610.09,5823697.1,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6028,383610.09,5823697.1
BL434C0008FIL001,6029,6029,Land Berlin,aktives Messnetz Grundwasserstand,32.42,32.89,126.3,146.0,383601.17,5823701.26,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6029,383601.17,5823701.26
BL434C0009FIL001,6030,6030,Land Berlin,-,32.42,32.8,161.66,171.66,383593.25,5823705.42,,383593.25,5823705.42
BL434C0035FIL001,4780,4780,Land Berlin,-,32.63,32.86,12.0,30.0,382507.5,5824083.06,,382507.5,5824083.06
BL434C0036FIL001,4783,4783,Land Berlin,-,32.94,33.07,20.5,35.5,381844.6,5824506.65,,381844.6,5824506.65
BL434C0096FIL001,1299,TEG503,Berliner Wasserbetriebe,-,35.12,35.27,13.95,14.95,381950.85,5823416.69,mailto:grundwasserstand-info@bwb.de,381950.85,5823416.69
BL434C0280FIL001,4779,4779,Land Berlin,-,32.68,32.86,29.5,48.5,382505.52,5824084.1,,382505.52,5824084.1
BL434C0281FIL001,4781,4781,Land Berlin,-,32.59,32.83,4.0,10.0,382510.48,5824082.0,,382510.48,5824082.0
BL434C0282FIL001,4782,4782,Land Berlin,-,33.02,33.16,36.0,41.0,381849.77,5824515.55,,381849.77,5824515.55
BL434C0283FIL001,4784,4784,Land Berlin,-,32.95,33.13,5.5,20.5,381838.43,5824497.77,,381838.43,5824497.77
BL434C0288FIL001,1036,TEG103,Berliner Wasserbetriebe,-,33.77,34.26,20.81,21.81,381848.59,5825031.54,mailto:grundwasserstand-info@bwb.de,381848.59,5825031.54
BL434C0290FIL001,1079,TEG173,Berliner Wasserbetriebe,-,33.36,33.86,9.36,10.36,382247.74,5823937.01,mailto:grundwasserstand-info@bwb.de,382247.74,5823937.01
BL434C0360FIL001,1106,1106,Berliner Wasserbetriebe,-,33.57,34.32,11.9,13.57,381374.37,5824650.59,mailto:grundwasserstand-info@bwb.de,381374.37,5824650.59
BL434C0365FIL001,1115,1115,Berliner Wasserbetriebe,-,33.4,34.24,7.0,9.0,381336.5,5824710.31,mailto:grundwasserstand-info@bwb.de,381336.5,5824710.31
BL434C0370FIL001,1060,TEG142,Berliner Wasserbetriebe,-,33.7,34.24,27.5,35.5,382025.79,5824832.18,mailto:grundwasserstand-info@bwb.de,382025.79,5824832.18
BL434C0371FIL002,1065,TEG149,Berliner Wasserbetriebe,-,32.81,33.35,17.11,19.11,382710.23,5825120.13,mailto:grundwasserstand-info@bwb.de,382710.23,5825120.13
BL434C0376FIL001,1121,1121,Berliner Wasserbetriebe,-,33.6,34.41,7.9,9.0,381256.61,5824557.84,mailto:grundwasserstand-info@bwb.de,381256.61,5824557.84
BL434C0377FIL001,1892,1892,Berliner Wasserbetriebe,-,33.38,34.06,19.6,25.6,381407.76,5824513.97,mailto:grundwasserstand-info@bwb.de,381407.76,5824513.97
BL434C0378FIL001,1893,1893,Berliner Wasserbetriebe,-,33.56,34.14,7.0,25.0,381442.27,5824488.31,mailto:grundwasserstand-info@bwb.de,381442.27,5824488.31
BL434C0379FIL001,1914,TEG341,Berliner Wasserbetriebe,-,33.95,34.47,18.35,19.35,382509.44,5825550.93,mailto:grundwasserstand-info@bwb.de,382509.44,5825550.93
BL434C0380FIL002,1978,TEG350,Berliner Wasserbetriebe,-,34.53,35.02,19.47,21.47,382206.56,5825135.72,mailto:grundwasserstand-info@bwb.de,382206.56,5825135.72
BL434C0381FIL001,1076,TEG170,Berliner Wasserbetriebe,-,32.1,32.55,13.4,14.4,383431.91,5823634.49,mailto:grundwasserstand-info@bwb.de,383431.91,5823634.49
BL434C0382FIL003,952,TEG051,Berliner Wasserbetriebe,-,33.14,33.67,20.15,66.0,383148.71,5825566.76,mailto:grundwasserstand-info@bwb.de,383148.71,5825566.76
BL434C0383FIL001,1915,TEG342,Berliner Wasserbetriebe,-,33.13,33.4,18.4,19.4,381849.94,5824524.55,mailto:grundwasserstand-info@bwb.de,381849.94,5824524.55
BL434C0384FIL001,1916,TEG343,Berliner Wasserbetriebe,-,33.76,34.24,20.43,21.43,381490.24,5825222.35,mailto:grundwasserstand-info@bwb.de,381490.24,5825222.35
BL434C0385FIL001,1976,TEG348,Berliner Wasserbetriebe,-,32.98,33.57,15.5,17.5,381452.09,5824111.15,mailto:grundwasserstand-info@bwb.de,381452.09,5824111.15
BL434C0386FIL001,1116,1116,Berliner Wasserbetriebe,-,33.3,33.81,17.54,18.6,381298.99,5824788.02,mailto:grundwasserstand-info@bwb.de,381298.99,5824788.02
BL434C0389FIL001,1300,JUN004,Berliner Wasserbetriebe,-,32.48,33.15,21.5,29.5,382767.91,5823422.14,mailto:grundwasserstand-info@bwb.de,382767.91,5823422.14
BL434C0415FIL001,21207,21207 (TEG357),Berliner Wasserbetriebe,-,32.9,33.68,22.5,25.5,381611.83,5824938.06,mailto:grundwasserstand-info@bwb.de,381611.83,5824938.06
BL434C0416FIL001,21209,21209,Berliner Wasserbetriebe,-,33.0,34.06,25.5,28.5,381323.78,5824199.58,mailto:grundwasserstand-info@bwb.de,381323.78,5824199.58
BL434C0417FIL001,21213,TEG363,Berliner Wasserbetriebe,-,33.69,34.45,25.5,28.5,381620.25,5825035.36,mailto:grundwasserstand-info@bwb.de,381620.25,5825035.36
BL434C0490FIL001,17299,17299,Land Berlin,aktives Messnetz Grundwasserstand,32.51,33.27,10.0,14.0,383070.6,5823524.4,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=17299,383070.6,5823524.4
BL434C0491FIL001,17300,17300,Land Berlin,aktives Messnetz Grundwasserstand,32.0,32.9,5.3,9.3,383215.0,5823859.3,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=17300,383215.0,5823859.3
BL434C0492FIL001,17302,17302,Land Berlin,aktives Messnetz Grundwasserstand,31.55,32.42,3.0,7.0,382809.8,5823853.3,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=17302,382809.8,5823853.3
BL434C0493FIL001,17301,17301,Land Berlin,aktives Messnetz Grundwasserstand,31.55,32.31,11.0,15.0,382809.3,5823852.8,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=17301,382809.3,5823852.8
BL434C0502FIL001,12050,TEG387,Berliner Wasserbetriebe,-,33.57,34.07,36.9,38.9,381856.9,5824979.1,mailto:grundwasserstand-info@bwb.de,381856.9,5824979.1
BL434C0503FIL001,12051,TEG388,Berliner Wasserbetriebe,-,34.31,34.82,31.0,33.0,381931.1,5825171.8,mailto:grundwasserstand-info@bwb.de,381931.1,5825171.8
BL434C0504FIL001,12052,TEG389,Berliner Wasserbetriebe,-,34.05,34.54,24.0,26.0,381980.7,5825335.4,mailto:grundwasserstand-info@bwb.de,381980.7,5825335.4
BL434C0505FIL001,12053,TEG390,Berliner Wasserbetriebe,-,33.61,34.08,24.0,26.0,381995.9,5825360.0,mailto:grundwasserstand-info@bwb.de,381995.9,5825360.0
BL434C0506FIL001,12054,TEG391,Berliner Wasserbetriebe,-,34.01,34.52,26.0,28.0,381982.4,5825466.0,mailto:grundwasserstand-info@bwb.de,381982.4,5825466.0
BL434D0002FIL001,4573,4573,Land Berlin,-,33.97,34.15,3.0,18.0,385749.26,5823450.4,,385749.26,5823450.4
BL434D0004FIL001,6014,6014,Land Berlin,aktives Messnetz Grundwassergüte,37.55,38.16,10.1,42.2,387562.6,5824140.0,,387562.6,5824140.0
BL434D0005FIL001,6015,6015,Land Berlin,aktives Messnetz Grundwasserstand und -güte,37.56,38.15,75.46,135.46,387576.56,5824155.56,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=6015,387576.56,5824155.56
BL434D0009FIL001,4567,4567,Land Berlin,-,34.1,34.89,3.0,23.0,384976.67,5823784.08,,384976.67,5823784.08
BL434D0010FIL001,4566,4566,Land Berlin,-,34.04,34.92,25.5,43.5,384981.8,5823790.98,,384981.8,5823790.98
BL434D0011FIL001,4569,4569,Land Berlin,-,33.68,34.43,42.0,52.0,384856.93,5823587.37,,384856.93,5823587.37
BL434D0012FIL001,4571,4571,Land Berlin,-,33.98,34.17,32.0,52.0,385741.19,5823446.55,,385741.19,5823446.55
BL434D0019FIL001,4568,4568,Land Berlin,-,33.71,34.41,55.0,63.0,384854.83,5823582.41,,384854.83,5823582.41
BL434D0031FIL001,4570,4570,Land Berlin,-,33.81,34.54,4.0,9.0,384862.1,5823596.27,,384862.1,5823596.27
BL434D0032FIL001,4572,4572,Land Berlin,-,33.99,34.15,18.0,32.0,385746.25,5823449.45,,385746.25,5823449.45
BL434D0238FIL001,1068,1068,Berliner Wasserbetriebe,-,36.85,36.925,11.0,12.0,386479.08,5824651.42,mailto:grundwasserstand-info@bwb.de,386479.08,5824651.42
BL434D0736FIL001,31,31,Land Berlin,aktives Messnetz Grundwasserstand,36.88,37.2,14.27,15.27,387411.32,5823984.72,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=31,387411.32,5823984.72
BL434D0913FIL001,662,662,Land Berlin,aktives Messnetz Grundwasserstand,35.94,36.23,15.2,17.35,384645.72,5823365.41,https://wasserportal.berlin.de/station.php?anzeige=i&thema=gws&station=662,384645.72,5823365.41
BL434D0976FIL001,4785,4785,Land Berlin,-,36.89,37.11,33.0,38.0,386208.39,5824719.57,,386208.39,5824719.57
BL434D0977FIL001,4786,4786,Land Berlin,aktives Messnetz Grundwassergüte,36.93,37.12,13.0,24.0,386205.38,5824718.62,,386205.38,5824718.62
BL434D0978FIL001,4787,4787,Land Berlin,-,36.95,37.17,3.7,12.7,386189.34,5824716.93,,386189.34,5824716.93
